# Sarasa
165,216
165,7
165,37
165,192
165,124
165,154
165,39
165,69
165,99
165,200
165,14
165,204
165,131
165,161
165,180
165,106
165,8
165,38
165,237
165,21
165,155
165,241
165,100
165,130
165,245
165,15
165,45
165,168
165,249
165,162
165,172
165,77
165,137
165,22
165,52
165,82
165,176
165,233
165,114
165,46
165,213
165,89
165,217
165,4
165,138
165,151
165,221
165,83
165,113
165,201
165,145
165,60
165,120
165,5
165,35
165,122
165,152
165,84
165,189
165,97
165,127
165,29
165,193
165,91
165,121
165,197
165,173
165,6
165,36
165,66
165,11
165,234
165,98
165,128
165,181
165,238
165,185
165,18
165,242
165,218
165,67
165,222
165,12
165,42
165,226
165,129
165,159
165,74
165,104
165,230
165,206
165,19
165,49
165,210
165,136
165,51
165,81
165,111
165,13
165,214
165,56
165,194
165,143
165,105
165,118
165,20
165,50
165,202
165,112
165,142
165,27
165,57
165,87
165,182
165,239
165,186
165,119
165,149
165,190
165,64
165,94
165,247
165,170
165,9
165,126
165,58
165,227
165,88
165,174
165,101
165,3
165,33
165,63
165,231
165,178
165,150
165,235
165,65
165,95
165,125
165,10
165,40
165,70
165,215
165,157
165,219
165,166
165,72
165,102
165,132
165,34
165,223
165,47
165,199
165,164
165,203
165,139
165,71
165,207
165,16
165,103
165,133
165,187
165,48
165,78
165,108
165,244
165,191
165,23
165,248
165,195
165,110
165,140
165,55
165,85
165,115
165,17
165,232
165,79
165,183
165,24
165,54
165,240
165,141
165,116
165,146
165,220
165,1
165,31
165,61
165,224
165,171
165,228
165,93
165,123
165,153
165,117
165,212
165,160
165,32
216,165
216,234
216,105
216,50
216,238
216,197
216,129
216,25
216,159
216,242
216,142
216,246
216,87
216,222
216,2
216,136
216,166
216,196
216,226
216,64
216,94
216,143
216,173
216,203
216,118
216,58
216,88
216,101
216,3
216,33
216,167
216,63
216,210
216,112
216,95
216,10
216,40
216,174
216,204
216,149
216,179
216,132
216,34
216,47
216,181
216,211
216,126
216,156
216,96
216,71
216,247
216,16
216,180
216,48
216,78
216,212
216,108
216,157
216,187
216,235
216,72
216,239
216,55
216,85
216,115
216,17
216,30
216,164
216,219
216,139
216,79
216,109
216,223
216,54
216,188
216,103
216,133
216,163
216,227
216,86
216,116
216,146
216,1
216,61
216,195
216,110
216,140
216,170
216,202
216,0
216,147
216,177
216,32
216,62
216,92
216,7
216,141
216,37
216,171
216,236
216,39
216,99
216,240
216,14
216,148
216,44
216,178
216,208
216,123
216,153
216,244
216,76
216,106
216,8
216,38
216,224
216,185
216,215
216,160
216,228
216,100
216,45
216,75
216,209
216,232
216,124
216,154
216,184
216,137
216,52
216,186
216,82
216,161
216,46
216,193
216,89
216,155
216,168
216,198
216,53
216,83
216,113
216,28
216,192
216,241
216,77
216,107
216,245
216,60
216,5
216,35
216,169
216,199
216,249
216,144
216,229
216,127
216,29
216,59
216,206
216,4
216,233
216,151
216,91
216,121
216,237
216,6
216,36
216,66
216,200
216,11
216,145
216,205
216,221
216,43
216,73
216,207
216,225
216,122
216,18
216,152
216,182
216,97
216,67
216,80
216,214
216,12
216,42
216,189
216,134
216,19
216,49
216,213
216,98
216,128
216,158
216,51
216,81
216,111
216,26
216,56
216,190
216,135
206,217
206,68
206,202
206,0
206,221
206,117
206,160
206,32
206,62
206,92
206,7
206,37
206,184
206,209
206,39
206,69
206,99
206,213
206,14
206,148
206,44
