# Sarasa
15,21
15,1
15,14
15,3
15,16
15,18
15,10
15,12
15,2
15,6
15,4
15,20
15,22
15,0
15,11
15,17
15,5
15,19
15,7
15,9
15,13
21,15
21,17
21,5
21,18
21,7
21,9
21,13
21,1
21,3
21,14
21,16
21,20
21,22
21,10
21,12
21,2
21,6
21,4
21,19
21,8
21,0
21,11
6,18
6,11
6,20
6,3
6,13
6,22
6,2
6,15
6,4
6,8
6,17
6,5
6,10
6,19
6,0
6,12
6,21
6,1
6,14
6,7
6,16
6,9
18,6
18,8
18,19
18,12
18,21
18,15
18,4
18,5
18,13
18,11
18,0
18,17
18,1
18,3
18,7
18,20
18,10
18,22
18,2
16,20
16,22
16,0
16,11
16,15
16,17
16,5
16,19
16,7
16,9
16,13
16,21
16,1
16,14
16,3
16,10
16,12
16,2
16,6
16,4
16,8
20,16
20,6
20,22
20,10
20,12
20,2
20,4
20,19
20,8
20,21
20,11
20,0
20,15
20,17
20,1
20,5
20,7
20,18
20,9
20,13
20,14
20,3
7,17
7,10
7,19
7,0
7,12
7,21
7,14
7,5
7,16
7,9
7,1
7,11
7,3
7,18
7,20
7,13
7,22
7,2
7,6
7,15
7,4
17,7
17,21
17,9
17,13
17,1
17,3
17,14
17,16
17,10
17,12
17,18
17,2
17,6
17,4
17,20
17,8
17,22
17,0
17,11
17,15
17,19
17,5
4,9
4,2
4,18
4,11
4,20
4,13
4,22
4,6
4,15
4,8
4,17
4,0
4,10
4,19
4,1
4,3
4,12
4,21
4,5
4,14
4,7
4,16
9,4
9,8
9,17
9,10
9,19
9,12
9,0
9,21
9,14
9,5
9,16
9,7
9,1
9,3
9,11
9,20
9,13
9,2
9,15
9,6
3,13
3,22
3,6
3,15
3,8
3,17
3,10
3,19
3,1
3,12
3,21
3,5
3,14
3,7
3,16
3,9
3,18
3,11
3,2
3,4
3,20
3,0
13,3
13,17
13,6
13,19
13,21
13,12
13,14
13,16
13,2
13,4
13,8
13,18
13,5
13,0
13,11
13,1
13,20
13,7
13,9
13,22
13,15
5,10
5,19
5,0
5,21
5,14
5,7
5,16
5,9
5,18
5,1
5,3
5,11
5,13
5,6
5,20
5,2
5,22
5,4
5,15
5,8
5,17
10,5
10,7
10,9
10,20
10,1
10,22
10,3
10,15
10,17
10,19
10,12
10,21
10,14
10,2
10,6
10,4
10,8
10,16
10,18
10,11
10,0
8,9
8,18
8,11
8,1
8,3
8,20
8,13
8,22
8,2
8,6
8,4
8,17
8,10
8,19
8,12
8,0
8,21
8,14
8,5
8,16
22,3
22,14
22,16
22,20
22,10
22,12
22,2
22,6
22,4
22,19
22,8
22,21
22,0
22,11
22,15
22,17
22,5
22,18
22,7
22,13
22,1
19,5
19,18
19,7
19,9
19,13
19,1
19,3
19,14
19,16
19,20
19,22
19,10
19,12
19,6
19,4
19,8
19,21
19,0
19,11
19,15
19,17
0,14
0,5
0,7
0,16
0,9
0,2
0,18
0,11
0,20
0,4
0,13
0,22
0,6
0,15
0,8
0,17
0,1
0,10
0,19
0,12
0,3
0,21
14,0
14,22
14,11
14,15
14,5
14,17
14,7
14,19
14,9
14,13
14,21
14,1
14,3
14,16
14,10
14,12
14,2
14,6
14,4
14,8
14,20
2,11
2,4
2,0
2,20
2,13
2,22
2,6
2,15
2,8
2,17
2,1
2,10
2,3
2,12
2,21
2,5
2,14
2,7
2,16
2,9
2,18
11,2
11,14
11,6
11,8
11,16
11,4
11,5
11,18
11,7
11,0
11,20
11,1
11,13
11,22
11,3
11,15
11,9
11,17
11,10
11,19
11,12
11,21
1,15
1,8
1,17
1,10
1,19
1,3
1,12
1,21
1,5
1,14
1,7
1,16
1,9
1,18
1,2
1,11
1,20
1,4
1,13
1,6
1,0
1,22
12,18
12,7
12,20
12,9
12,13
12,22
12,1
12,15
12,3
12,17
12,19
12,10
12,21
12,14
12,2
12,6
12,16
12,4
12,8
12,0
12,11
