# Sarasa
32,101
32,222
32,35
32,92
32,215
32,2
32,217
32,85
32,206
32,140
32,153
32,74
32,208
32,142
32,155
32,11
32,26
32,197
32,89
32,212
32,133
32,67
32,80
32,201
32,135
32,148
32,190
32,203
32,137
32,71
32,194
32,207
32,141
32,196
32,130
32,185
32,132
32,242
32,27
32,68
32,189
32,178
32,191
32,59
32,48
32,61
32,237
32,171
32,63
32,0
32,52
32,120
32,109
32,28
32,56
32,179
32,47
32,7
32,102
32,104
32,225
32,38
32,159
32,161
32,174
32,31
32,150
32,42
32,97
32,231
32,10
32,154
32,209
101,32
101,96
101,37
101,130
101,60
101,198
101,132
101,187
101,35
101,134
101,20
101,99
101,123
101,244
101,136
101,178
101,191
101,246
101,138
101,114
101,78
101,184
101,23
101,239
101,107
101,120
101,241
101,175
101,232
101,245
101,6
101,66
101,179
101,234
101,168
101,100
101,30
101,115
101,170
101,94
101,238
101,106
101,79
101,119
101,174
101,216
101,108
101,24
101,18
101,233
101,154
101,167
101,33
101,1
101,12
101,162
101,10
101,219
101,153
101,155
101,146
101,72
101,28
101,205
101,51
21,208
21,129
21,63
21,186
21,188
21,0
21,122
21,56
21,245
21,137
21,247
21,60
21,73
21,128
21,13
21,62
21,75
21,196
21,130
21,119
21,121
21,231
21,16
21,44
21,178
21,125
21,246
21,114
21,48
21,116
21,226
21,41
21,96
21,109
21,230
21,98
21,234
21,34
21,17
21,223
21,170
21,25
21,38
21,214
21,148
21,40
21,95
21,216
21,42
21,163
21,84
21,152
21,22
21,35
21,90
21,211
21,3
21,147
21,81
21,94
21,204
21,151
21,85
21,74
208,21
208,123
208,74
208,153
208,212
208,225
208,202
208,72
208,34
208,185
208,166
208,51
208,160
208,32
208,13
208,175
208,205
208,211
208,60
208,90
208,143
208,173
208,124
208,184
208,99
208,122
208,44
208,25
208,97
208,48
208,127
208,78
208,108
208,59
208,131
208,195
208,106
208,38
208,110
208,140
208,91
208,234
208,204
208,36
208,66
208,236
208,149
208,130
208,238
208,183
208,240
208,64
208,15
208,94
208,158
208,231
208,244
208,162
208,43
208,207
208,24
208,126
208,77
208,222
208,235
208,18
208,141
208,33
208,226
208,169
208,199
208,80
208,31
208,42
208,114
208,65
208,125
208,219
208,178
208,129
208,70
34,147
34,25
34,94
34,193
34,23
34,206
34,4
34,140
34,27
34,208
34,197
34,210
34,2
34,78
34,6
34,146
34,80
34,201
34,190
34,58
34,205
34,181
34,73
34,249
34,185
34,198
34,119
34,240
34,132
34,53
34,242
34,22
34,3
34,231
34,123
34,244
34,59
34,235
34,1
34,61
34,118
34,239
34,173
34,21
34,109
34,230
34,164
34,232
34,19
34,45
34,179
34,100
34,168
34,223
34,115
34,36
34,49
34,170
34,148
34,26
34,42
34,163
34,152
34,154
34,16
34,35
34,156
34,90
34,145
34,37
34,158
147,34
147,202
147,47
147,9
147,111
147,92
147,248
147,145
147,37
147,184
147,197
147,60
147,239
147,186
147,5
147,16
147,177
147,190
147,245
147,84
147,97
147,108
147,112
147,238
147,4
147,185
147,227
147,240
147,27
147,106
147,57
147,8
147,229
147,91
147,244
147,55
147,36
147,66
147,15
147,215
147,73
147,217
147,151
147,153
147,52
147,82
147,33
147,223
147,201
147,203
147,65
147,144
147,95
147,125
147,218
147,70
147,21
147,207
147,74
147,196
147,53
147,83
180,201
180,179
180,11
180,203
180,216
180,75
180,128
180,158
180,143
180,196
180,73
180,198
180,200
180,33
180,202
180,67
180,146
180,246
180,150
180,1
180,80
180,61
180,125
180,197
180,93
180,123
180,153
180,104
180,190
180,49
180,0
180,53
180,113
180,166
180,117
180,236
180,162
180,9
180,225
180,51
