# Sarasa
6,12
6,4
6,1
6,8
6,14
6,5
6,3
6,7
6,10
6,0
6,9
12,6
12,4
12,13
12,8
12,10
12,5
12,7
12,14
12,9
12,0
12,2
3,4
3,10
3,1
3,9
3,6
3,5
3,8
3,14
3,0
3,2
4,3
4,6
4,12
4,8
4,0
4,7
4,10
10,3
10,5
10,12
10,7
10,11
10,0
10,2
10,6
10,4
10,8
10,13
10,1
13,12
13,7
13,9
13,0
13,11
13,10
13,8
13,1
5,10
5,0
5,2
5,6
5,12
5,1
5,3
5,11
5,8
5,14
0,2
0,5
0,8
0,14
0,1
0,10
0,13
0,4
0,3
0,6
0,12
2,0
2,5
2,11
2,14
2,8
2,7
2,10
2,3
2,12
8,12
8,0
8,2
8,6
8,4
8,11
8,14
8,1
8,3
8,5
8,10
8,13
8,7
9,14
9,1
9,3
9,13
9,12
9,6
14,9
14,0
14,2
14,11
14,6
14,8
14,12
14,3
14,5
14,7
1,6
1,9
1,3
1,0
1,5
1,11
1,8
1,13
1,10
11,2
11,14
11,8
11,10
11,1
11,13
11,5
11,7
7,10
7,13
7,2
7,6
7,12
7,4
7,11
7,8
7,14
